phase,age_days,abs_mag_V,abs_mag_I,radius_rsun,teff_k,log_L
0,1440.22883397,0.529136660795,-0.0761141352338,6.9842854887,6033.26483768,1.75409251183
0.00100020611834,1440.22955557,0.529541534951,-0.0758413654129,6.98428266469,6032.82577758,1.75396629914
0.00200041121871,1440.23027717,0.529944430413,-0.075569179292,6.98427135811,6032.39144309,1.75384051081
0.00300061631876,1440.23099877,0.530345297689,-0.075297611127,6.98425156826,6031.96188365,1.75371516249
0.00400082141913,1440.23172037,0.530744102259,-0.0750266851121,6.98422329451,6031.5371324,1.7535902652
0.00500102651918,1440.23244197,0.531140823672,-0.074756415976,6.98418653634,6031.11720716,1.75346582556
0.00600123161955,1440.23316357,0.531535454997,-0.0744868093369,6.98414129328,6030.70211112,1.75334184596
0.00700143671961,1440.23388517,0.531928082376,-0.0742179068883,6.984087565,6030.29141087,1.75321832518
0.00800164181998,1440.23460677,0.532318655687,-0.0739496647423,6.98402535124,6029.88542369,1.75309525889
0.00900184692034,1440.23532837,0.53270717908,-0.0736820571552,6.98395465184,6029.48422202,1.7529726399
0.0100020520207,1440.23604997,0.533093684891,-0.0734150632098,6.98387546676,6029.08776684,1.75285045837
0.0110022571208,1440.23677157,0.533478213019,-0.0731486568469,6.98378779606,6028.69601112,1.75272870205
0.0120024622211,1440.23749317,0.53386080981,-0.072882807614,6.98369163988,6028.30890101,1.75260735672
0.0130026673212,1440.23821477,0.534241526723,-0.0726174815622,6.9835869985,6027.92637734,1.7524864065
0.0140028724216,1440.23893637,0.534620419077,-0.0723526420947,6.98347387231,6027.54837696,1.75236583434
0.0150030775219,1440.23965797,0.534997545142,-0.0720882505837,6.9833522618,6027.17483367,1.75224562222
0.016003282622,1440.24037957,0.535372965253,-0.0718242669793,6.9832221676,6026.80567918,1.7521257515
0.0170034877223,1440.24110117,0.535746740734,-0.0715606505408,6.98308359043,6026.44084424,1.7520062032
0.0180036928227,1440.24182277,0.536118932853,-0.0712973605486,6.98293653116,6026.08025974,1.75188695837
0.0190038979228,1440.24254437,0.536489601804,-0.0710343569872,6.98278099076,6025.72385781,1.75176799839
0.0200041030231,1440.24326597,0.536858805574,-0.0707716013116,6.98261697035,6025.3715731,1.75164930531
0.0210043081232,1440.24398757,0.537226598828,-0.0705090571988,6.98244447116,6025.0233439,1.75153086222
0.0220045132236,1440.24470917,0.537593031925,-0.070246691214,6.98226349456,6024.67911323,1.75141265356
0.0230047183239,1440.24543076,0.537958149986,-0.0699844734432,6.98207404206,6024.33882985,1.75129466537
0.0240049234243,1440.24615236,0.538321991994,-0.0697223781044,6.98187611528,6024.00244919,1.75117688564
0.0250051285244,1440.24687396,0.538684589959,-0.0694603841164,6.981669716,6023.66993422,1.75105930452
0.0260053336247,1440.24759556,0.539045968186,-0.0691984756029,6.98145484612,6023.34125627,1.75094191454
0.0270055387248,1440.24831716,0.539406142649,-0.0689366423177,6.9812315077,6023.01639559,1.75082471087
0.0280057438251,1440.24903876,0.539765120491,-0.0686748799859,6.98099970293,6022.69534198,1.75070769142
0.0290059489252,1440.24976036,0.540122899642,-0.0684131905595,6.98075943415,6022.37809511,1.75059085697
0.0300061540256,1440.25048196,0.540479468549,-0.0681515823965,6.98051070383,6022.0646649,1.75047421128
0.0310063591259,1440.25120356,0.54083480603,-0.0678900703644,6.98025351462,6021.75507161,1.75035776111
0.0320065642263,1440.25192516,0.541188881278,-0.0676286758466,6.97998786929,6021.44934583,1.75024151622
0.0330067693264,1440.25264676,0.541541654079,-0.0673674266042,6.97971377077,6021.14752818,1.75012548931
0.0340069744267,1440.25336836,0.541893075329,-0.067106356446,6.97943122217,6020.84966871,1.75000969588
0.0350071795268,1440.25408996,0.542243087877,-0.0668455046649,6.97914022672,6020.55582597,1.74989415396
0.0360073846271,1440.25481156,0.542591627747,-0.0665849152189,6.97884078784,6020.26606567,1.7497788837
0.0370075897272,1440.25553316,0.542938625612,-0.066324635731,6.9785329091,6019.98045911,1.74966390695
