temperature_K,log10_T,q_env,A1,A2,A3,A1_minus_photosphere,A2_minus_photosphere,A3_minus_photosphere,phi1_rad,phi2_rad,phi3_rad,delta_phi1_rad,delta_phi2_rad,delta_phi3_rad,A1_photosphere,A2_photosphere,A3_photosphere,phi1_photosphere_rad,phi2_photosphere_rad,phi3_photosphere_rad,theta_P_max_cycle,theta_rho_max_cycle,theta_gamma1_max_cycle,delta_theta_P_rho_rad,delta_theta_P_gamma1_rad
7074.43619955,3.84969183428,0.99999974004,0.138544712234,0.0143345667243,0.00857722960275,0,0,0,1.90265951835,2.99493433109,6.05536651991,-6.28318530718,0,0,0.138544712234,0.0143345667243,0.00857722960275,1.90265951835,2.99493433109,6.05536651991,0.728271484375,0.685791015625,0.455078125,0.266912657092,1.71652450164
7198.55802282,3.85724550956,0.999999733198,0.138309193651,0.0141746793175,0.00927646770199,-0.000235518582976,-0.000159887406846,0.000699238099239,1.90643898533,3.05314972927,6.02080806977,-6.2794058402,0.0582153981882,-0.0345584501371,0.138544712234,0.0143345667243,0.00857722960275,1.90265951835,2.99493433109,6.05536651991,0.724853515625,0.681884765625,0.453857421875,0.269980618668,1.70271867455
7345.53678463,3.86602353792,0.999999726357,0.1380466437,0.0140642131983,0.0100157839232,-0.000498068533895,-0.00027035352603,0.00143855432046,1.91069223764,3.11857065465,5.98732525444,-6.2751525879,0.123636323565,-0.0680412654715,0.138544712234,0.0143345667243,0.00857722960275,1.90265951835,2.99493433109,6.05536651991,0.71923828125,0.677978515625,0.452880859375,0.259242753153,1.67357303958
7524.60634354,3.87648378436,0.999999719516,0.137758213316,0.0140290088894,0.0107845505252,-0.000786498918367,-0.000305557834937,0.00220732092244,1.91546030319,3.19094873927,5.95419288064,-6.27038452235,0.196014408187,-0.101173639269,0.138544712234,0.0143345667243,0.00857722960275,1.90265951835,2.99493433109,6.05536651991,0.71435546875,0.673095703125,0.449462890625,0.259242753153,1.66436915486
7747.35678435,3.88915355673,0.999999712675,0.137445494294,0.014093731261,0.011565433713,-0.00109921793976,-0.000240835463296,0.00298820411027,1.9207632935,3.26901176297,5.92158021954,-6.26508153203,0.274077431884,-0.133786300364,0.138544712234,0.0143345667243,0.00857722960275,1.90265951835,2.99493433109,6.05536651991,0.71142578125,0.667236328125,0.427490234375,0.277650522607,1.78401965631
8018.45333376,3.90409060602,0.999999705834,0.137111139762,0.014276386129,0.0123306378109,-0.00143357247231,-5.81805953339e-05,0.00375340820816,1.92658789985,3.3502873751,5.89035977098,-6.25925692568,0.355353044018,-0.165006748927,0.138544712234,0.0143345667243,0.00857722960275,1.90265951835,2.99493433109,6.05536651991,0.709228515625,0.661865234375,0.421875,0.29759227285,1.80549538734
8313.3803484,3.91977765052,0.999999698993,0.136758598138,0.0145924856747,0.0130520885445,-0.00178611409565,0.000257918950442,0.00447485894179,1.93293967089,3.43212641906,5.86045064089,-6.25290515464,0.437192087975,-0.194915879017,0.138544712234,0.0143345667243,0.00857722960275,1.90265951835,2.99493433109,6.05536651991,0.70703125,0.656494140625,0.42138671875,0.317534023092,1.79475752183
8587.72857011,3.93387830936,0.999999692152,0.136392115856,0.0150564672912,0.0137080014007,-0.00215259637846,0.000721900566942,0.00513077179793,1.9398590578,3.51212999676,5.83089735765,-6.24598576773,0.517195665674,-0.224469162256,0.138544712234,0.0143345667243,0.00857722960275,1.90265951835,2.99493433109,6.05536651991,0.70458984375,0.650634765625,0.425537109375,0.339009754123,1.75334004055
8826.43615663,3.94578538422,0.999999685311,0.136016371512,0.0156728067318,0.0142790739165,-0.00252834072186,0.00133824000752,0.00570184431371,1.94737870883,3.58794294047,5.80123274105,-6.2384661167,0.593008609386,-0.254133778854,0.138544712234,0.0143345667243,0.00857722960275,1.90265951835,2.99493433109,6.05536651991,0.7021484375,0.64501953125,0.301025390625,0.358951504365,2.5203304345
9038.59737183,3.95610104099,0.99999967847,0.135636441543,0.0164370169419,0.0147470478757,-0.00290827069111,0.00210245021755,0.00616981827296,1.95552421833,3.657570602,5.77128857812,-6.2303206072,0.662636270911,-0.28407794179,0.138544712234,0.0143345667243,0.00857722960275,1.90265951835,2.99493433109,6.05536651991,0.699462890625,0.639892578125,0.30419921875,0.374291312244,2.48351489559
9233.39958846,3.96536163068,0.999999671629,0.135257748784,0.0173367616462,0.0150956925081,-0.00328696345032,0.00300219492191,0.00651846290535,1.96431265641,3.71960987107,5.74108009014,-6.22153216912,0.724675539988,-0.31428642977,0.138544712234,0.0143345667243,0.00857722960275,1.90265951835,2.99493433109,6.05536651991,0.69580078125,0.63427734375,0.3056640625,0.386563158547,2.45130129904
9415.57142803,3.97384668235,0.999999664788,0.134885876227,0.018352849091,0.0153126858278,-0.00365883600656,0.00401828236673,0.00673545622504,1.97374848153,3.77336612204,5.71078380841,-6.212096344,0.778431790952,-0.344582711493,0.138544712234,0.0143345667243,0.00857722960275,1.90265951835,2.99493433109,6.05536651991,0.83056640625,0.62841796875,0.455078125,1.27013609237,2.35926245177
9587.43576773,3.98170246735,0.999999657947,0.134525828755,0.0194600873834,0.0153929249132,-0.00401888347937,0.00512552065909,0.00681569531043,1.98381512906,3.81888193626,5.68077571691,-6.20202969647,0.823947605172,-0.374590802994,0.138544712234,0.0143345667243,0.00857722960275,1.90265951835,2.99493433109,6.05536651991,0.829345703125,0.623046875,0.458984375,1.29621376576,2.32704885522
9750.37564532,3.98902134775,0.999999651106,0.134180289211,0.0206270897076,0.0153440579772,-0.00436442302335,0.00629252298332,0.0067668283744,1.99445882385,3.85693482605,5.65178114152,-6.19138600168,0.862000494966,-0.403585378387,0.138544712234,0.0143345667243,0.00857722960275,1.90265951835,2.99493433109,6.05536651991,0.82763671875,0.617431640625,0.301025390625,1.32075745837,-2.97438874771
9905.46748405,3.99587497669,0.999999644265,0.133850222219,0.0218211365102,0.0151812219819,-0.00469449001478,0.00748656978591,0.00660399237915,2.00559587978,3.88863245414,5.62468196266,-6.18024894576,0.893698123056,-0.430684557252,0.138544712234,0.0143345667243,0.00857722960275,1.90265951835,2.99493433109,6.05536651991,0.826171875,0.611083984375,0.299560546875,1.35143707413,-2.97438874771
10053.704692,4.00232612452,0.999999637424,0.133538563669,0.0230181438757,0.0149069598846,-0.00500614856542,0.00868357715139,0.00632973028184,2.01718345044,3.91478837026,5.60031807734,-6.16866137509,0.919854039174,-0.455048442569,0.138544712234,0.0143345667243,0.00857722960275,1.90265951835,2.99493433109,6.05536651991,0.823974609375,0.603515625,0.299072265625,1.38518465146,-2.98512661323
10196.0059657,4.00843008091,0.999999630582,0.133249279007,0.0242002021465,0.0145201280747,-0.00529543322727,0.00986563542215,0.00594289847195,2.02920511703,3.93604640901,5.57943273755,-6.1566397085,0.941112077922,-0.475933782356,0.138544712234,0.0143345667243,0.00857722960275,1.90265951835,2.99493433109,6.05536651991,0.822021484375,0.594970703125,0.298095703125,1.42660213273,-2.99126253638
10333.2394404,4.01423649292,0.999999623741,0.132986232701,0.025350941724,0.0140237017377,-0.00555847953344,0.0110163749997,0.00544647213495,2.04163556068,3.95300241856,5.56265962058,-6.14420926485,0.958068087477,-0.492706899325,0.138544712234,0.0143345667243,0.00857722960275,1.90265951835,2.99493433109,6.05536651991,0.8203125,0.580810546875,0.2978515625,1.50483515292,-3.0004664211
10466.2370485,4.0197905668,0.9999996169,0.132753323395,0.0264553264834,0.0134244042452,-0.00579138883928,0.0121207597591,0.00484717464245,2.0544434347,3.96621124486,5.55074585967,-6.13140139083,0.97127691377,-0.504620660235,0.138544712234,0.0143345667243,0.00857722960275,1.90265951835,2.99493433109,6.05536651991,0.81884765625,0.57080078125,0.298583984375,1.55852448049,-3.0142722482
