temperature_K,log10_T,q_env,A1,A2,A3,A1_minus_photosphere,A2_minus_photosphere,A3_minus_photosphere,phi1_rad,phi2_rad,phi3_rad,delta_phi1_rad,delta_phi2_rad,delta_phi3_rad,A1_photosphere,A2_photosphere,A3_photosphere,phi1_photosphere_rad,phi2_photosphere_rad,phi3_photosphere_rad,theta_P_max_cycle,theta_rho_max_cycle,theta_gamma1_max_cycle,delta_theta_P_rho_rad,delta_theta_P_gamma1_rad
6638.02899037,3.82203914478,0.999999348644,0.126776750234,0.0482664181696,0.0270021610261,0,0,0,0.847029783571,2.16098832355,2.7448560584,0,6.28318530718,0,0.126776750234,0.0482664181696,0.0270021610261,7.13021509075,8.44417363073,2.7448560584,0.98486328125,0.77099609375,0.634033203125,1.34376717019,2.20433039219
6711.69936895,3.8268324953,0.999999336582,0.126748278705,0.0497092462916,0.0263580935059,-2.84715289249e-05,0.00144282812197,-0.000644067520204,0.867900300583,2.14680574475,2.77378733765,0.0208705170127,6.26900272837,0.0289312792413,0.126776750234,0.0482664181696,0.0270021610261,7.13021509075,8.44417363073,2.7448560584,0.98583984375,0.766357421875,0.66357421875,1.37904872831,2.02485464001
6792.94634657,3.83205818437,0.99999932452,0.126813063462,0.0510630318085,0.0258053021304,3.63132284291e-05,0.00279661363885,-0.00119685889568,0.889082828206,2.13363376372,2.80834501343,0.0420530446357,6.25583074735,0.0634889550259,0.126776750234,0.0482664181696,0.0270021610261,7.13021509075,8.44417363073,2.7448560584,0.986328125,0.7626953125,0.6630859375,1.4051264017,2.03099056316
6883.23723928,3.83779273831,0.999999312458,0.126970390703,0.0523176663872,0.0253769375036,0.000193640468825,0.00405124821758,-0.00162522352243,0.910488622336,2.12161704805,2.84819786683,0.063458838765,6.24381403168,0.103341808428,0.126776750234,0.0482664181696,0.0270021610261,7.13021509075,8.44417363073,2.7448560584,0.987060546875,0.759765625,0.662109375,1.42813611352,2.04172842868
6984.61276193,3.84414233314,0.999999300396,0.127222844006,0.05346204828,0.0250932630722,0.000446093772543,0.00519563011043,-0.00190889795383,0.932069723337,2.11068459635,2.89295854809,0.085039939766,6.23288157997,0.148102489686,0.126776750234,0.0482664181696,0.0270021610261,7.13021509075,8.44417363073,2.7448560584,0.98828125,0.75634765625,0.659912109375,1.45728174849,2.06320415971
7099.99310005,3.85125792666,0.999999288333,0.127571719982,0.0544905042776,0.0249674960657,0.000794969748507,0.00622408610794,-0.00203466496034,0.953785231029,2.10077993211,2.94161991447,0.106755447459,6.22297691573,0.196763856067,0.126776750234,0.0482664181696,0.0270021610261,7.13021509075,8.44417363073,2.7448560584,0.989501953125,0.752197265625,0.656982421875,1.49102932582,2.0892818331
7233.28290625,3.85933545144,0.999999276271,0.128018803955,0.0553974034858,0.0250086498941,0.00124205372124,0.00713098531622,-0.00199351113193,0.975581521202,2.09188723199,2.99281405572,0.128551737631,6.21408421561,0.24795799732,0.126776750234,0.0482664181696,0.0270021610261,7.13021509075,8.44417363073,2.7448560584,0.990234375,0.7470703125,0.653076171875,1.52784486473,2.11842746807
7398.45243926,3.8691408863,0.999999264209,0.128565082969,0.0561780399032,0.0252208569296,0.00178833273532,0.00791162173357,-0.00178130409649,0.997386668304,2.08405943151,3.0449276102,0.150356884733,6.20625641514,0.300071551796,0.126776750234,0.0482664181696,0.0270021610261,7.13021509075,8.44417363073,2.7448560584,0.99072265625,0.741943359375,0.647216796875,1.56312642286,2.15831096856
7616.78451406,3.88177166917,0.999999250686,0.129295272108,0.0568982257831,0.0256582769593,0.00251852187447,0.00863180761347,-0.00134388406676,1.02173579068,2.07666833244,3.10243515344,0.174706007107,6.19886531607,0.357579095035,0.126776750234,0.0482664181696,0.0270021610261,7.13021509075,8.44417363073,2.7448560584,0.99072265625,0.736572265625,0.641845703125,1.59687400019,2.19205854589
7909.91930002,3.89817205268,0.999999235524,0.130259011441,0.057508204123,0.0263774031983,0.00348226120694,0.00924178595335,-0.000624757827809,1.04876192701,2.07029517068,3.16333005758,0.201732143437,6.19249215431,0.418473999177,0.126776750234,0.0482664181696,0.0270021610261,7.13021509075,8.44417363073,2.7448560584,0.99072265625,0.729248046875,0.640625,1.64289342383,2.19972844983
8324.27885007,3.92034661996,0.999999218526,0.131513596475,0.0579452334598,0.0274197983835,0.00473684624057,0.00967881529023,0.00041763735747,1.07853392419,2.06578114169,3.22472876821,0.23150414062,6.18797812532,0.479872709811,0.126776750234,0.0482664181696,0.0270021610261,7.13021509075,8.44417363073,2.7448560584,0.991455078125,0.720703125,0.641845703125,1.70118469377,2.19666048825
8948.62246117,3.95175618576,0.999999199469,0.133122174981,0.0581359444601,0.0287920340018,0.00634542474697,0.00986952629046,0.0017898729757,1.11105426052,2.0642350842,3.28354205446,0.264024476946,6.18643206782,0.53868599606,0.126776750234,0.0482664181696,0.0270021610261,7.13021509075,8.44417363073,2.7448560584,0.993896484375,0.714111328125,0.644775390625,1.75794198292,2.19359252668
9724.93389888,3.98788665807,0.999999178103,0.135141105173,0.0580115096696,0.0304472849546,0.00836435493935,0.00974509149999,0.00344512392852,1.14623525774,2.06698539245,3.33787548667,0.299205474167,6.18918237608,0.593019428269,0.126776750234,0.0482664181696,0.0270021610261,7.13021509075,8.44417363073,2.7448560584,0.99755859375,0.70654296875,0.650146484375,1.82850509916,2.18285466116
10485.3567632,4.02058321188,0.99999915415,0.13762508989,0.0575070426711,0.0322901373065,0.0108483396557,0.00924062450151,0.00528797628047,1.18404405151,2.07533005833,3.38802880042,0.33701426794,6.19752704195,0.643172742018,0.126776750234,0.0482664181696,0.0270021610261,7.13021509075,8.44417363073,2.7448560584,0.9990234375,0.696533203125,0.650390625,1.90060219619,2.1905245651
11277.0559839,4.05219573646,0.999999127294,0.140656389522,0.0565321451073,0.0341935831694,0.0138796392878,0.00826572693766,0.00719142214335,1.22443962538,2.09102190993,3.43506567673,0.377409841809,6.21321889355,0.690209618324,0.126776750234,0.0482664181696,0.0270021610261,7.13021509075,8.44417363073,2.7448560584,0.998779296875,0.6826171875,0.64013671875,1.98650512031,2.2534177774
12322.4994487,4.0906988074,0.999999097185,0.144337630295,0.054982049518,0.0359774459293,0.0175608800609,0.00671563134834,0.0089752849032,1.26698691985,2.11728852231,3.47964939265,0.419957136281,6.23948550594,0.73479333425,0.126776750234,0.0482664181696,0.0270021610261,7.13021509075,8.44417363073,2.7448560584,0.998291015625,0.670166015625,0.14453125,2.06167017892,-0.918854491943
14011.8918551,4.14649677674,0.999999063429,0.148773733861,0.0527878532703,0.0374003086721,0.021996983627,0.00452143510069,0.010398147646,1.31069039415,2.15921779629,3.52209190089,0.463660610584,6.28141477992,0.777235842491,0.126776750234,0.0482664181696,0.0270021610261,7.13021509075,8.44417363073,2.7448560584,0.998046875,0.65966796875,0.146484375,2.12609737201,-0.932660319034
15580.1448928,4.19257149222,0.999999025584,0.154014979862,0.0500290628166,0.0381923294296,0.0272382296277,0.00176264464695,0.0111901684035,1.35383747634,2.22349039143,3.56367711013,0.506807692769,6.34568737506,0.818821051731,0.126776750234,0.0482664181696,0.0270021610261,7.13021509075,8.44417363073,2.7448560584,0.99658203125,0.6630859375,0.144775390625,2.09541775625,-0.931126338247
16634.2167831,4.22100235707,0.999998983155,0.159994732096,0.0470352623494,0.0381311809671,0.0332179818624,-0.0012311558202,0.0111290199411,1.39400350879,2.31698259296,3.60759467804,0.546973725215,6.43917957658,0.862738619637,0.126776750234,0.0482664181696,0.0270021610261,7.13021509075,8.44417363073,2.7448560584,0.99462890625,0.6923828125,0.127685546875,1.8990682154,-0.836019529398
17453.4705438,4.24188179738,0.999998935585,0.166371568587,0.0444734150008,0.0371667509644,0.0395948183527,-0.00379300316883,0.0101645899384,1.42840033929,2.44096583076,3.66248794195,0.581370555721,6.56316281438,0.917631883549,0.126776750234,0.0482664181696,0.0270021610261,7.13021509075,8.44417363073,2.7448560584,0.992431640625,0.991455078125,0.1435546875,0.00613592315154,-0.949534107701
18155.8829046,4.25901737312,0.999998882254,0.172658068153,0.0428729568569,0.0355978096236,0.0458813179193,-0.00539346131276,0.00859564859753,1.45555813302,2.58137100059,3.73703233357,0.608528349454,6.70356798421,0.992176275169,0.126776750234,0.0482664181696,0.0270021610261,7.13021509075,8.44417363073,2.7448560584,0.989501953125,0.98974609375,0.13720703125,-0.00153398078789,-0.928058376671
18790.5738179,4.27394004259,0.999998822462,0.178371687311,0.0420962084382,0.0338244419487,0.051594937077,-0.00617020973138,0.00682228092262,1.47553228971,2.71600365999,3.83101735176,0.628502506143,6.83820064361,1.08616129336,0.126776750234,0.0482664181696,0.0270021610261,7.13021509075,8.44417363073,2.7448560584,0.986328125,0.9873046875,0.09521484375,-0.00613592315154,-0.684155431397
19383.9120475,4.28744143057,0.999998755426,0.183216568979,0.0415532151199,0.0320649204167,0.0564398187454,-0.00671320304975,0.00506275939068,1.48846746944,2.82824438034,3.92813032341,0.641437685872,6.95044136396,1.18327426501,0.126776750234,0.0482664181696,0.0270021610261,7.13021509075,8.44417363073,2.7448560584,0.982666015625,0.98388671875,0.1259765625,-0.00766990393943,-0.900446722489
19952.3975656,4.29999508984,0.999998680271,0.187138232338,0.0408451272184,0.0305775642331,0.0603614821038,-0.00742129095126,0.00357540320703,1.49482299251,2.91001961092,4.02059143869,0.647793208942,7.03221659454,1.27573538029,0.126776750234,0.0482664181696,0.0270021610261,7.13021509075,8.44417363073,2.7448560584,0.97900390625,0.980224609375,0.092529296875,-0.00766990393943,-0.713301066367
20506.8477792,4.3118989077,0.999998596011,0.190337418812,0.039528450745,0.0292087533308,0.0635606685781,-0.00873796742457,0.00220659230474,1.49588386997,2.96433248061,4.08897448346,0.648854086398,7.08652946424,1.34411842506,0.126776750234,0.0482664181696,0.0270021610261,7.13021509075,8.44417363073,2.7448560584,0.975830078125,0.976806640625,0.07568359375,-0.00613592315154,-0.627398142245
21055.0800067,4.32335689602,0.999998501545,0.19328499806,0.0378380632473,0.0274417026134,0.0665082478261,-0.0104283549223,0.000439541587357,1.49327452146,3.00717530563,4.14982234462,0.646244737888,7.12937228925,1.40496628622,0.126776750234,0.0482664181696,0.0270021610261,7.13021509075,8.44417363073,2.7448560584,0.972900390625,0.9736328125,0.963623046875,-0.00460194236366,0.0582912699397
21603.5263152,4.33452464625,0.999998395635,0.196107839974,0.0359863494637,0.0256369461353,0.0693310897397,-0.0122800687059,-0.0013652148908,1.4871951804,3.03701894254,4.21355445389,0.640165396825,7.15921592617,1.46869839549,0.126776750234,0.0482664181696,0.0270021610261,7.13021509075,8.44417363073,2.7448560584,0.970458984375,0.970703125,0.96337890625,-0.00153398078789,0.0444854428487
22157.7534175,4.34552572502,0.999998276896,0.19881874595,0.0338684700681,0.02388462622,0.0720419957159,-0.0143979481015,-0.0031175348061,1.4778267121,3.05110162102,4.27542974903,0.630796928531,7.17329860465,1.53057369063,0.126776750234,0.0482664181696,0.0270021610261,7.13021509075,8.44417363073,2.7448560584,0.968505859375,0.96826171875,0.962158203125,0.00153398078789,0.039883500485
22722.7303861,4.35646051544,0.999998143773,0.201487220443,0.0314335286039,0.0220841107494,0.0747104702095,-0.0168328895657,-0.00491805027671,1.46558466002,3.05138630451,4.33874359753,0.618554876449,7.17358328814,1.59388753913,0.126776750234,0.0482664181696,0.0270021610261,7.13021509075,8.44417363073,2.7448560584,0.966796875,0.96630859375,0.9599609375,0.00306796157577,0.0429514620608
23302.9735263,4.36741134178,0.999997994523,0.20415052795,0.0286162623633,0.0201107769524,0.0773737777161,-0.0196501558063,-0.00689138407365,1.4506847221,3.03791265414,4.4078448077,0.603654938527,7.16010963776,1.6629887493,0.126776750234,0.0482664181696,0.0270021610261,7.13021509075,8.44417363073,2.7448560584,0.965087890625,0.964599609375,0.957275390625,0.00306796157577,0.0490873852123
