temperature_K,log10_T,q_env,A1,A2,A3,A1_minus_photosphere,A2_minus_photosphere,A3_minus_photosphere,phi1_rad,phi2_rad,phi3_rad,delta_phi1_rad,delta_phi2_rad,delta_phi3_rad,A1_photosphere,A2_photosphere,A3_photosphere,phi1_photosphere_rad,phi2_photosphere_rad,phi3_photosphere_rad
6937.23268883,3.84118626186,0.99999969019,0.119191137857,0.0147461058073,0.0161029260933,0,0,0,1.60418075083,2.93873160336,5.60658617348,-6.28318530718,0,-6.28318530718,0.119191137857,0.0147461058073,0.0161029260933,1.60418075083,2.93873160336,-6.95978444088
7077.82496139,3.84989981809,0.999999680196,0.119102594641,0.0146293632946,0.0163781449731,-8.85432161033e-05,-0.000116742512777,0.000275218879789,1.60522301711,2.95406902599,5.61602441,-6.2821430409,0.0153374226358,-6.27374707065,0.119191137857,0.0147461058073,0.0161029260933,1.60418075083,2.93873160336,-6.95978444088
7247.03347976,3.86016026767,0.999999670203,0.118977609455,0.0144991548767,0.0167439459946,-0.000213528402072,-0.000246950930682,0.000641019901281,1.60662319024,2.97562039058,5.62467061436,-6.28074286777,0.0368887872266,-6.2651008663,0.119191137857,0.0147461058073,0.0161029260933,1.60418075083,2.93873160336,-6.95978444088
7459.1602312,3.87268993639,0.999999660209,0.118813443738,0.0143713674707,0.0172006138739,-0.000377694118773,-0.000374738336616,0.00109768778059,1.60845311993,3.00437765307,5.631244466,-6.27891293808,0.0656460497114,-6.25852701466,0.119191137857,0.0147461058073,0.0161029260933,1.60418075083,2.93873160336,-6.95978444088
7736.85668512,3.88856455221,0.999999650215,0.118608256511,0.0142669382472,0.0177427426728,-0.000582881346606,-0.000479167560136,0.00163981657948,1.61078808027,3.04115628996,5.63460226112,-6.27657797775,0.102424686602,-6.25516921953,0.119191137857,0.0147461058073,0.0161029260933,1.60418075083,2.93873160336,-6.95978444088
8098.42131415,3.90840036686,0.999999640221,0.118360961971,0.0142118784624,0.0183607400392,-0.000830175886647,-0.000534227344937,0.00225781394584,1.61370772942,3.08645195489,5.63383157389,-6.27365832859,0.147720351536,-6.25593990677,0.119191137857,0.0147461058073,0.0161029260933,1.60418075083,2.93873160336,-6.95978444088
8497.10825326,3.92927115121,0.999999630227,0.118071203436,0.0142371837469,0.0190415307623,-0.00111993442079,-0.000508922060408,0.00293860466897,1.61729649733,3.14018965033,5.62832294098,-6.27006956068,0.201458046975,-6.26144853967,0.119191137857,0.0147461058073,0.0161029260933,1.60418075083,2.93873160336,-6.95978444088
8835.68637513,3.94624029208,0.999999620233,0.117739460851,0.0143778906911,0.0197689727529,-0.00145167700593,-0.000368215116222,0.00366604665961,1.62164400988,3.20148181325,5.61775475252,-6.26572204813,0.262750209893,-6.27201672813,0.119191137857,0.0147461058073,0.0161029260933,1.60418075083,2.93873160336,-6.95978444088
9096.09342891,3.95885491248,0.999999610239,0.117367280116,0.0146702252439,0.0205240753149,-0.0018238577412,-7.58805633994e-05,0.00442114922152,1.6268423967,3.26847946558,5.60205933468,-6.26052366131,0.329747862218,-6.28771214598,0.119191137857,0.0147461058073,0.0161029260933,1.60418075083,2.93873160336,-6.95978444088
9303.19325211,3.9686320425,0.999999600246,0.116957490575,0.0151465223084,0.0212857351698,-0.00223364728237,0.000400416501036,0.00518280907648,1.63297899205,3.3384458245,5.58142370466,-6.25438706596,0.399714221145,-6.308347776,0.119191137857,0.0147461058073,0.0161029260933,1.60418075083,2.93873160336,-6.95978444088
9477.16456062,3.97667842174,0.999999590252,0.116514130393,0.015827630592,0.0220341625048,-0.0026770074641,0.00108152478463,0.00593123641146,1.64011936288,3.40817598227,5.55639175181,-6.24724669513,0.469444378913,-6.33337972885,0.119191137857,0.0147461058073,0.0161029260933,1.60418075083,2.93873160336,-6.95978444088
9629.95676967,3.98362433752,0.999999580258,0.116041436226,0.0167124531539,0.0227594676598,-0.0031497016314,0.00196634734657,0.00665654156651,1.6482695935,3.47478339519,5.52815755511,-6.23909646451,0.536051791833,-6.36161392554,0.119191137857,0.0147461058073,0.0161029260933,1.60418075083,2.93873160336,-6.95978444088
9768.56204608,3.98983063932,0.999999570264,0.115543956914,0.0177832051077,0.0234563010881,-0.0036471809434,0.00303709930037,0.0073533749948,1.65739566183,3.53622262545,5.49823582766,-6.22997039618,0.597491022091,-6.391535653,0.119191137857,0.0147461058073,0.0161029260933,1.60418075083,2.93873160336,-6.95978444088
9897.24076491,3.99551413524,0.99999956027,0.115029840987,0.0190311680158,0.0240984940623,-0.00416129687003,0.00428506220844,0.00799556796899,1.66754037635,3.59083127729,5.46729590153,-6.21982568166,0.652099673934,-6.42247557913,0.119191137857,0.0147461058073,0.0161029260933,1.60418075083,2.93873160336,-6.95978444088
10018.7096876,4.00081179222,0.999999550276,0.114507092071,0.0204466147815,0.0246617539236,-0.00468404578577,0.00570050897416,0.00855882783026,1.67878887981,3.63780683676,5.43591629594,-6.2085771782,0.699075233402,-6.45385518471,0.119191137857,0.0147461058073,0.0161029260933,1.60418075083,2.93873160336,-6.95978444088
10134.7578024,4.00581337451,0.999999540282,0.113986342733,0.0220093640719,0.0251174551418,-0.00520479512424,0.00726325826453,0.00901452904851,1.69117241089,3.67666524782,5.40457659579,-6.19619364712,0.737933644463,-6.48519488487,0.119191137857,0.0147461058073,0.0161029260933,1.60418075083,2.93873160336,-6.95978444088
10246.5960306,4.0105796146,0.999999530289,0.113477320984,0.0236903786063,0.0254466389373,-0.00571381687276,0.00894427279899,0.00934371284398,1.7046965798,3.70771958163,5.37416896074,-6.18266947821,0.76898797827,-6.51560251992,0.119191137857,0.0147461058073,0.0161029260933,1.60418075083,2.93873160336,-6.95978444088
10355.0815722,4.0151535244,0.999999520295,0.112988674322,0.0254467829003,0.0256384949439,-0.00620246353542,0.0107006770929,0.0095355688506,1.7192844093,3.7317962234,5.34610782699,-6.16808164871,0.793064620039,-6.54366365366,0.119191137857,0.0147461058073,0.0161029260933,1.60418075083,2.93873160336,-6.95978444088
10460.8451833,4.01956677474,0.999999510301,0.112528118785,0.0272353548031,0.0256917730203,-0.00666301907179,0.0124892489958,0.00958884692693,1.73483562819,3.75001321199,5.32188029325,-6.15253042982,0.811281608629,-6.56789118741,0.119191137857,0.0147461058073,0.0161029260933,1.60418075083,2.93873160336,-6.95978444088
10564.3745568,4.02384379059,0.999999500307,0.112104870057,0.0290299061513,0.025598557872,-0.00708626780037,0.014283800344,0.00949563177868,1.7513157075,3.76312282792,5.3021015295,-6.13605035051,0.824391224562,-6.58766995116,0.119191137857,0.0147461058073,0.0161029260933,1.60418075083,2.93873160336,-6.95978444088
10666.0622406,4.02800411363,0.999999490313,0.111728318771,0.030814032078,0.0253589929427,-0.0074628190861,0.0160679262707,0.00925606684934,1.76872852765,3.77182558012,5.28710886855,-6.11863753036,0.833093976759,-6.6026626121,0.119191137857,0.0147461058073,0.0161029260933,1.60418075083,2.93873160336,-6.95978444088
10766.2518356,4.03206453427,0.999999480319,0.111407373791,0.032571405047,0.0249812895605,-0.00778376406635,0.0178252992397,0.0088783634672,1.78705596375,3.77679271172,5.27739348382,-6.10031009426,0.838061108363,-6.61237799683,0.119191137857,0.0147461058073,0.0161029260933,1.60418075083,2.93873160336,-6.95978444088
