temperature_K,log10_T,q_env,A1,A2,A3,A1_minus_photosphere,A2_minus_photosphere,A3_minus_photosphere,phi1_rad,phi2_rad,phi3_rad,delta_phi1_rad,delta_phi2_rad,delta_phi3_rad,A1_photosphere,A2_photosphere,A3_photosphere,phi1_photosphere_rad,phi2_photosphere_rad,phi3_photosphere_rad
6725.7058445,3.82773786909,0.999998483699,0.271604550411,0.125427078026,0.0595170432916,0,0,0,1.32007469932,2.11047292536,2.5997216019,0,0,6.28318530718,0.271604550411,0.125427078026,0.0595170432916,1.32007469932,2.11047292536,8.88290690908
6866.43007062,3.83673100146,0.99999844066,0.27141381479,0.127161775968,0.0581238607437,-0.000190735620583,0.00173469794214,-0.00139318254792,1.33301492516,2.12078424957,2.59515991466,0.0129402258412,0.0103113242099,6.27862361993,0.271604550411,0.125427078026,0.0595170432916,1.32007469932,2.11047292536,8.88290690908
7057.92259993,3.8486768914,0.999998392632,0.271317971617,0.128964093832,0.0562476138431,-0.000286578793202,0.00353701580586,-0.00326942944852,1.34771310383,2.13012093635,2.59191365213,0.0276384045183,0.0196480109939,6.27537735741,0.271604550411,0.125427078026,0.0595170432916,1.32007469932,2.11047292536,8.88290690908
7332.7349757,3.86526598874,0.999998339036,0.271365642643,0.13075208811,0.0538271467648,-0.000238907767841,0.00532501008433,-0.00568989652688,1.36434965237,2.13806501732,2.59181636835,0.0442749530589,0.027592091962,6.27528007363,0.271604550411,0.125427078026,0.0595170432916,1.32007469932,2.11047292536,8.88290690908
7752.01368274,3.8894145306,0.999998279229,0.27161821706,0.132404956304,0.050840949156,1.3666649621e-05,0.00697787827799,-0.00867609413562,1.38307914211,2.14416796324,2.59769134055,0.0630044427944,0.0336950378806,6.28115504583,0.271604550411,0.125427078026,0.0595170432916,1.32007469932,2.11047292536,8.88290690908
8511.40627121,3.930001321,0.999998212488,0.272147240555,0.133767648369,0.0473370483448,0.000542690144261,0.00834057034262,-0.0121799949469,1.40404351564,2.14798713011,2.6135845817,0.083968816328,0.0375142047497,6.29704828698,0.271604550411,0.125427078026,0.0595170432916,1.32007469932,2.11047292536,8.88290690908
9859.13239475,3.99383869864,0.999998138011,0.27303946581,0.134635501705,0.0434883653104,0.00143491539945,0.00920842367875,-0.0160286779812,1.42733506503,2.14916353481,2.64499156693,0.10726036571,0.0386906094514,6.32845527221,0.271604550411,0.125427078026,0.0595170432916,1.32007469932,2.11047292536,8.88290690908
11187.8539991,4.04874679022,0.999998054901,0.27439842314,0.134731837437,0.039667985584,0.00279387272982,0.00930475941061,-0.0198490577077,1.45289766114,2.14751170387,2.69788268061,0.132822961822,0.0370387785069,6.38134638589,0.271604550411,0.125427078026,0.0595170432916,1.32007469932,2.11047292536,8.88290690908
13000.7737994,4.11396920206,0.999997962157,0.276330561758,0.133734548831,0.0364603354167,0.00472601134703,0.00830747080474,-0.0230567078749,1.48048231037,2.14310045325,2.77376565738,0.160407611054,0.0326275278909,6.45722936266,0.271604550411,0.125427078026,0.0595170432916,1.32007469932,2.11047292536,8.88290690908
15220.9552307,4.18244190857,0.999997858663,0.278940245638,0.131317336313,0.034519369587,0.00733569522729,0.00589025828666,-0.0249976737046,1.50957694467,2.13663557676,2.85998988244,0.189502245352,0.0261626514,6.54345358771,0.271604550411,0.125427078026,0.0595170432916,1.32007469932,2.11047292536,8.88290690908
16548.3720059,4.21875527523,0.999997743172,0.282312578537,0.127268305513,0.0341314377098,0.010708028126,0.00184122748653,-0.0253856055819,1.53914744502,2.13021928013,2.92252470053,0.219072745704,0.0197463547696,6.60598840581,0.271604550411,0.125427078026,0.0595170432916,1.32007469932,2.11047292536,8.88290690908
17491.6321576,4.24283033572,0.999997614294,0.28642028962,0.121910805296,0.034544064847,0.0148157392091,-0.00351627272968,-0.0249729784447,1.56718275239,2.12835775278,2.92820530431,0.247108053077,0.0178848274247,6.61166900958,0.271604550411,0.125427078026,0.0595170432916,1.32007469932,2.11047292536,8.88290690908
